Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
Djokovic,22‑May‑2011,Roland Garros,Clay,R32,2,26,(2)Djokovic d. (25)Juan Martin Del Potro [ARG],6-3 3-6 6-3 6-2,(wp),1.54,6.30%,2.10%,59.40%,77.20%,64.10%,3/5,2:56
Djokovic,22‑May‑2011,Roland Garros,Clay,R64,2,60,(2)Djokovic d. Victor Hanescu [ROU],6-4 6-1 2-3 RET,(wp),2.74,3.70%,0.00%,74.10%,87.50%,78.60%,0/0,1:29
Djokovic,22‑May‑2011,Roland Garros,Clay,R128,2,71,(2)Djokovic d. Thiemo De Bakker [NED],6-2 6-1 6-3,(wp),2.8,0.00%,3.40%,79.70%,83.00%,83.30%,1/1,1:32
Djokovic,17‑Jan‑2011,Australian Open,Hard,F,3,5,(3)Djokovic d. (5)Andy Murray [GBR],6-4 6-2 6-3,(ch) (wp),1.54,6.70%,0.00%,64.00%,72.90%,55.60%,1/4,2:39
Djokovic,17‑Jan‑2011,Australian Open,Hard,SF,3,2,(3)Djokovic d. (2)Roger Federer [SUI],7-6(3) 7-5 6-4,(ch) (wp),1.04,4.80%,4.00%,68.80%,73.30%,41.00%,7/10,3:00
Djokovic,17‑Jan‑2011,Australian Open,Hard,QF,3,6,(3)Djokovic d. (6)Tomas Berdych [CZE],6-1 7-6(5) 6-1,(ch) (wp),1.49,11.00%,1.10%,68.10%,82.30%,41.40%,1/2,2:32
Djokovic,17‑Jan‑2011,Australian Open,Hard,R16,3,14,(3)Djokovic d. (14)Nicolas Almagro [ESP],6-3 6-4 6-0,(wp),1.92,16.00%,5.30%,74.70%,85.70%,47.40%,3/3,1:44
Djokovic,17‑Jan‑2011,Australian Open,Hard,R32,3,27,(3)Djokovic d. (29)Viktor Troicki [SRB],6-2 RET,(wp),1.52,4.50%,0.00%,77.30%,58.80%,80.00%,0/1,0:40
Djokovic,17‑Jan‑2011,Australian Open,Hard,R64,3,81,(3)Djokovic d. Ivan Dodig [CRO],7-5 6-7(8) 6-0 6-2,(wp),1.42,7.40%,2.50%,64.50%,75.60%,62.80%,4/5,3:21
Djokovic,17‑Jan‑2011,Australian Open,Hard,R128,3,42,(3)Djokovic d. Marcel Granollers [ESP],6-1 6-3 6-1,(wp),2.03,10.60%,1.50%,68.20%,75.60%,66.70%,1/2,1:31
Djokovic,30‑Aug‑2010,US Open,Hard,F,3,1,(1)Rafael Nadal [ESP] d. (3)Djokovic,6-4 5-7 6-4 6-2,(ch),0.77,3.50%,2.80%,65.70%,64.90%,44.90%,20/25,3:43
Djokovic,30‑Aug‑2010,US Open,Hard,SF,3,2,(3)Djokovic d. (2)Roger Federer [SUI],5-7 6-1 5-7 6-2 7-5,(ch),1.17,2.60%,2.00%,62.30%,68.10%,63.20%,4/7,3:44
Djokovic,30‑Aug‑2010,US Open,Hard,QF,3,19,(3)Djokovic d. (17)Gael Monfils [FRA],7-6(2) 6-1 6-2,(ch),1.45,1.00%,4.00%,74.00%,68.90%,50.00%,11/13,2:24
Djokovic,30‑Aug‑2010,US Open,Hard,R16,3,21,(3)Djokovic d. (19)Mardy Fish [USA],6-3 6-4 6-1,,1.47,6.60%,5.30%,68.40%,78.80%,45.80%,3/4,1:50
Djokovic,30‑Aug‑2010,US Open,Hard,R32,3,108,(3)Djokovic d. (WC)James Blake [USA],6-1 7-6(4) 6-3,(ch),1.26,4.30%,1.10%,78.70%,68.90%,70.00%,3/4,1:44
Djokovic,30‑Aug‑2010,US Open,Hard,R64,3,52,(3)Djokovic d. Philipp Petzschner [GER],7-5 6-3 7-6(6),,1.35,4.00%,7.90%,69.30%,75.70%,61.30%,4/5,2:23
Djokovic,30‑Aug‑2010,US Open,Hard,R128,3,47,(3)Djokovic d. Viktor Troicki [SRB],6-3 3-6 2-6 7-5 6-3,,1,1.90%,2.50%,65.20%,66.70%,50.00%,9/14,3:40
Djokovic,21‑Jun‑2010,Wimbledon,Grass,SF,3,13,(12)Tomas Berdych [CZE] d. (3)Djokovic,6-3 7-6(9) 6-3,(ch),0.75,10.20%,9.10%,72.70%,73.40%,41.70%,4/7,2:18
Djokovic,21‑Jun‑2010,Wimbledon,Grass,QF,3,82,(3)Djokovic d. Yen Hsun Lu [TPE],6-3 6-2 6-2,,2.55,6.20%,4.60%,63.10%,85.40%,75.00%,0/0,1:51
Djokovic,21‑Jun‑2010,Wimbledon,Grass,R16,3,26,(3)Djokovic d. (15)Lleyton Hewitt [AUS],7-5 6-4 3-6 6-4,,0.98,7.30%,7.30%,60.50%,76.00%,53.10%,6/9,2:54
Djokovic,21‑Jun‑2010,Wimbledon,Grass,R32,3,31,(3)Djokovic d. (28)Albert Montanes [ESP],6-1 6-4 6-4,,1.75,14.70%,6.70%,66.70%,82.00%,64.00%,0/0,1:41
Djokovic,21‑Jun‑2010,Wimbledon,Grass,R64,3,97,(3)Djokovic d. (Q)Taylor Dent [USA],7-6(5) 6-1 6-4,,1.74,10.10%,1.10%,65.20%,81.00%,67.70%,1/1,1:57
Djokovic,21‑Jun‑2010,Wimbledon,Grass,R128,3,68,(3)Djokovic d. Olivier Rochus [BEL],4-6 6-2 3-6 6-4 6-2,(ch),1.22,12.40%,8.80%,57.70%,68.40%,50.00%,10/17,3:51
Djokovic,24‑May‑2010,Roland Garros,Clay,QF,3,27,(22)Jurgen Melzer [AUT] d. (3)Djokovic,3-6 2-6 6-2 7-6(3) 6-4,,0.88,2.00%,5.10%,64.50%,66.90%,45.70%,20/24,4:15
Djokovic,24‑May‑2010,Roland Garros,Clay,R16,3,98,(3)Djokovic d. Robby Ginepri [USA],6-4 2-6 6-1 6-2,,1.06,1.80%,1.80%,69.70%,68.40%,54.50%,6/8,2:17
Djokovic,24‑May‑2010,Roland Garros,Clay,R32,3,37,(3)Djokovic d. (31)Victor Hanescu [ROU],6-3 3-6 6-3 6-2,,1.27,2.00%,8.00%,67.00%,74.60%,48.50%,1/5,2:38
Djokovic,24‑May‑2010,Roland Garros,Clay,R64,3,246,(3)Djokovic d. Kei Nishikori [JPN],6-1 6-4 6-4,,1.16,2.60%,7.70%,63.20%,71.60%,34.90%,7/9,2:40
Djokovic,24‑May‑2010,Roland Garros,Clay,R128,3,73,(3)Djokovic d. Evgeny Korolev [KAZ],6-1 3-6 6-1 6-3,,1.4,7.20%,4.10%,62.90%,78.70%,47.20%,4/6,2:08
Djokovic,18‑Jan‑2010,Australian Open,Hard,QF,3,10,(10)Jo Wilfried Tsonga [FRA] d. (3)Djokovic,7-6(8) 6-7(5) 1-6 6-3 6-1,(ch),1.02,1.40%,6.20%,69.00%,67.00%,48.90%,4/11,3:52
Djokovic,18‑Jan‑2010,Australian Open,Hard,R16,3,86,(3)Djokovic d. Lukasz Kubot [POL],6-1 6-2 7-5,,2,13.50%,1.40%,68.90%,80.40%,69.60%,1/2,1:55
Djokovic,18‑Jan‑2010,Australian Open,Hard,R32,3,103,(3)Djokovic d. Denis Istomin [UZB],6-1 6-1 6-2,,1.73,3.80%,9.00%,60.30%,72.30%,45.20%,7/9,1:37
Djokovic,18‑Jan‑2010,Australian Open,Hard,R64,3,58,(3)Djokovic d. Marco Chiudinelli [SUI],3-6 6-1 6-1 6-3,,1.2,9.60%,7.20%,63.20%,74.70%,32.60%,14/17,2:58
Djokovic,18‑Jan‑2010,Australian Open,Hard,R128,3,74,(3)Djokovic d. Daniel Gimeno Traver [ESP],7-5 6-3 6-2,,1.47,4.40%,5.60%,67.80%,77.00%,55.20%,5/6,2:01
Djokovic,31‑Aug‑2009,US Open,Hard,SF,4,1,(1)Roger Federer [SUI] d. (4)Djokovic,7-6(3) 7-5 7-5,(ch),0.8,5.20%,3.50%,67.80%,67.90%,54.10%,7/10,2:34
Djokovic,31‑Aug‑2009,US Open,Hard,QF,4,10,(4)Djokovic d. (10)Fernando Verdasco [ESP],7-6(2) 1-6 7-5 6-2,,1.13,6.50%,2.90%,67.40%,71.00%,51.10%,10/14,3:05
Djokovic,31‑Aug‑2009,US Open,Hard,R16,4,16,(4)Djokovic d. (15)Radek Stepanek [CZE],6-1 6-3 6-3,,1.61,6.80%,4.10%,62.20%,76.10%,57.10%,2/3,1:46
Djokovic,31‑Aug‑2009,US Open,Hard,R32,4,276,(4)Djokovic d. (Q)Jesse Witten [USA],6-7(2) 6-3 7-6(2) 6-4,,1.12,5.90%,5.90%,61.00%,69.90%,45.30%,5/11,3:28
Djokovic,31‑Aug‑2009,US Open,Hard,R64,4,155,(4)Djokovic d. (Q)Carsten Ball [AUS],6-3 6-4 6-4,,1.8,4.00%,0.00%,61.30%,76.10%,79.30%,1/2,1:49
Djokovic,31‑Aug‑2009,US Open,Hard,R128,4,51,(4)Djokovic d. Ivan Ljubicic [CRO],6-3 6-1 6-3,,2.3,13.60%,0.00%,78.80%,82.70%,64.30%,0/0,1:37
Djokovic,22‑Jun‑2009,Wimbledon,Grass,QF,4,34,(24)Tommy Haas [GER] d. (4)Djokovic,7-5 7-6(6) 4-6 6-3,(ch),0.89,10.50%,3.20%,58.90%,79.50%,54.90%,2/5,2:45
Djokovic,22‑Jun‑2009,Wimbledon,Grass,R16,4,46,(4)Djokovic d. Dudi Sela [ISR],6-2 6-4 6-1,,1.54,15.30%,5.60%,63.90%,80.40%,46.20%,4/6,1:30
Djokovic,22‑Jun‑2009,Wimbledon,Grass,R32,4,25,(4)Djokovic d. (28)Mardy Fish [USA],6-4 6-4 6-4,,1.6,9.90%,1.20%,63.00%,74.50%,76.70%,0/1,1:59
Djokovic,22‑Jun‑2009,Wimbledon,Grass,R64,4,106,(4)Djokovic d. (Q)Simon Greul [GER],7-5 6-1 6-4,,1.29,13.40%,6.20%,64.90%,63.50%,52.90%,6/10,2:00
Djokovic,22‑Jun‑2009,Wimbledon,Grass,R128,4,81,(4)Djokovic d. Julien Benneteau [FRA],6-7(8) 7-6(1) 6-2 6-4,,1.33,10.90%,3.10%,68.00%,82.80%,48.80%,3/4,3:29
Djokovic,25‑May‑2009,Roland Garros,Clay,R32,4,31,(29)Philipp Kohlschreiber [GER] d. (4)Djokovic,6-4 6-4 6-4,,0.82,3.30%,3.30%,64.40%,65.50%,40.60%,5/10,2:21
Djokovic,25‑May‑2009,Roland Garros,Clay,R64,4,110,(4)Djokovic d. (Q)Sergiy Stakhovsky [UKR],6-3 6-4 6-1,,1.47,6.50%,2.60%,68.80%,67.90%,62.50%,3/5,2:04
Djokovic,25‑May‑2009,Roland Garros,Clay,R128,4,102,(4)Djokovic d. Nicolas Lapentti [ECU],6-3 3-1 RET,,1.96,2.40%,0.00%,66.70%,82.10%,64.30%,0/0,1:18
Djokovic,19‑Jan‑2009,Australian Open,Hard,QF,3,9,(7)Andy Roddick [USA] d. (3)Djokovic,6-7(3) 6-4 6-2 2-1 RET,(ch),0.59,7.00%,4.30%,62.60%,63.90%,46.50%,7/12,2:30
Djokovic,19‑Jan‑2009,Australian Open,Hard,R16,3,97,(3)Djokovic d. Marcos Baghdatis [CYP],6-1 7-6(1) 6-7(5) 6-2,,1.36,2.30%,2.30%,62.80%,74.10%,56.30%,4/5,3:13
Djokovic,19‑Jan‑2009,Australian Open,Hard,R32,3,127,(3)Djokovic d. (LL)Amer Delic [BIH],6-2 4-6 6-3 7-6(4),,1.2,8.40%,3.10%,64.10%,79.80%,51.10%,8/9,3:03
Djokovic,19‑Jan‑2009,Australian Open,Hard,R64,3,68,(3)Djokovic d. Jeremy Chardy [FRA],7-5 6-1 6-3,,1.7,9.30%,1.30%,72.00%,75.90%,66.70%,1/2,1:42
Djokovic,19‑Jan‑2009,Australian Open,Hard,R128,3,220,(3)Djokovic d. (Q)Andrea Stoppini [ITA],6-2 6-3 7-5,,1.45,10.80%,1.40%,68.90%,66.70%,60.90%,3/6,1:55
Djokovic,25‑Aug‑2008,US Open,Hard,SF,3,2,(2)Roger Federer [SUI] d. (3)Djokovic,6-3 5-7 7-5 6-2,(ch),0.78,4.80%,4.00%,64.50%,71.30%,45.50%,7/12,2:44
Djokovic,25‑Aug‑2008,US Open,Hard,QF,3,8,(3)Djokovic d. (8)Andy Roddick [USA],6-2 6-3 3-6 7-6(5),,1.29,13.90%,1.90%,64.80%,71.40%,71.10%,7/10,2:34
Djokovic,25‑Aug‑2008,US Open,Hard,R16,3,15,(3)Djokovic d. (15)Tommy Robredo [ESP],4-6 6-2 6-3 5-7 6-3,,1.19,7.90%,2.90%,65.00%,74.70%,53.10%,2/5,3:43
Djokovic,25‑Aug‑2008,US Open,Hard,R32,3,24,(3)Djokovic d. (30)Marin Cilic [CRO],6-7(7) 7-5 6-4 7-6(0),,1.21,5.40%,2.00%,69.80%,71.20%,57.80%,6/10,3:52
Djokovic,25‑Aug‑2008,US Open,Hard,R64,3,113,(3)Djokovic d. (Q)Robert Kendrick [USA],7-6(8) 6-4 6-4,,1.21,10.40%,0.00%,72.60%,72.70%,69.00%,4/4,2:06
Djokovic,25‑Aug‑2008,US Open,Hard,R128,3,78,(3)Djokovic d. Arnaud Clement [FRA],6-3 6-3 6-4,,1.52,17.60%,2.40%,64.70%,80.00%,63.30%,4/4,2:00
Djokovic,23‑Jun‑2008,Wimbledon,Grass,R64,3,75,Marat Safin [RUS] d. (3)Djokovic,6-4 7-6(3) 6-2,(ch),0.71,4.10%,10.30%,64.90%,73.00%,35.30%,8/12,2:02
Djokovic,23‑Jun‑2008,Wimbledon,Grass,R128,3,91,(3)Djokovic d. Michael Berrer [GER],7-5 2-6 6-3 6-0,,1.5,13.80%,5.30%,71.30%,79.10%,55.60%,3/5,2:07
Djokovic,25‑May‑2008,Roland Garros,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,6-4 6-2 7-6(3),(ch),0.78,2.00%,1.00%,54.00%,57.40%,58.70%,9/14,2:49
Djokovic,25‑May‑2008,Roland Garros,Clay,QF,3,80,(3)Djokovic d. Ernests Gulbis [LAT],7-5 7-6(3) 7-5,,1.18,4.80%,0.80%,65.60%,70.70%,55.80%,4/6,3:07
Djokovic,25‑May‑2008,Roland Garros,Clay,R16,3,19,(3)Djokovic d. (18)Paul Henri Mathieu [FRA],6-4 6-3 6-4,,1.59,18.20%,1.30%,70.10%,83.30%,47.80%,7/8,2:20
Djokovic,25‑May‑2008,Roland Garros,Clay,R32,3,106,(3)Djokovic d. (WC)Wayne Odesnik [USA],7-5 6-4 6-2,,1.48,11.80%,0.00%,69.40%,71.20%,57.70%,3/6,2:17
Djokovic,25‑May‑2008,Roland Garros,Clay,R64,3,264,(3)Djokovic d. (Q)Miguel Angel Lopez Jaen [ESP],6-1 6-1 6-3,,2.14,4.40%,2.90%,66.20%,80.00%,65.20%,0/0,1:20
Djokovic,25‑May‑2008,Roland Garros,Clay,R128,3,64,(3)Djokovic d. Denis Gremelmayr [GER],4-6 6-3 7-5 6-2,,1.15,4.50%,2.70%,67.00%,66.70%,59.50%,3/7,2:29
Djokovic,14‑Jan‑2008,Australian Open,Hard,F,3,38,(3)Djokovic d. Jo Wilfried Tsonga [FRA],4-6 6-4 6-3 7-6(2),(ch),1.26,9.00%,1.60%,55.70%,77.90%,63.00%,3/5,3:05
Djokovic,14‑Jan‑2008,Australian Open,Hard,SF,3,1,(3)Djokovic d. (1)Roger Federer [SUI],7-5 6-3 7-6(5),(ch),1.17,11.50%,5.30%,68.10%,77.90%,41.70%,7/9,2:26
Djokovic,14‑Jan‑2008,Australian Open,Hard,QF,3,5,(3)Djokovic d. (5)David Ferrer [ESP],6-0 6-3 7-5,,1.48,7.50%,3.20%,62.40%,75.90%,51.40%,8/9,2:12
Djokovic,14‑Jan‑2008,Australian Open,Hard,R16,3,22,(3)Djokovic d. (19)Lleyton Hewitt [AUS],7-5 6-3 6-3,,1.27,12.50%,5.80%,59.60%,72.60%,45.20%,4/7,2:26
Djokovic,14‑Jan‑2008,Australian Open,Hard,R32,3,62,(3)Djokovic d. Sam Querrey [USA],6-3 6-1 6-3,,2.21,8.10%,1.60%,74.20%,76.10%,81.30%,3/4,1:34
Djokovic,14‑Jan‑2008,Australian Open,Hard,R64,3,70,(3)Djokovic d. Simone Bolelli [ITA],6-1 6-2 6-2,,1.85,16.40%,4.10%,61.60%,75.60%,64.30%,2/2,1:32
Djokovic,14‑Jan‑2008,Australian Open,Hard,R128,3,81,(3)Djokovic d. Benjamin Becker [GER],6-0 6-2 7-6(5),,1.65,7.60%,5.10%,63.30%,84.00%,44.80%,1/2,2:00
Djokovic,27‑Aug‑2007,US Open,Hard,F,3,1,(1)Roger Federer [SUI] d. (3)Djokovic,7-6(4) 7-6(2) 6-4,(ch),0.76,4.30%,6.00%,55.20%,70.30%,55.80%,2/5,2:24
Djokovic,27‑Aug‑2007,US Open,Hard,SF,3,15,(3)Djokovic d. (15)David Ferrer [ESP],6-4 6-4 6-3,(ch),1.33,9.90%,3.30%,65.90%,68.30%,61.30%,1/3,2:12
Djokovic,27‑Aug‑2007,US Open,Hard,QF,3,17,(3)Djokovic d. (17)Carlos Moya [ESP],6-4 7-6(7) 6-1,,1.65,10.80%,2.40%,68.70%,78.90%,61.50%,2/3,2:18
Djokovic,27‑Aug‑2007,US Open,Hard,R16,3,23,(3)Djokovic d. (23)Juan Monaco [ARG],7-5 7-6(2) 6-7(6) 6-1,,1.16,9.20%,3.90%,57.20%,79.30%,44.60%,5/8,3:51
Djokovic,27‑Aug‑2007,US Open,Hard,R32,3,57,(3)Djokovic d. Juan Martin Del Potro [ARG],6-1 6-3 6-4,,1.77,9.70%,2.80%,75.00%,79.60%,50.00%,5/6,1:42
Djokovic,27‑Aug‑2007,US Open,Hard,R64,3,35,(3)Djokovic d. Radek Stepanek [CZE],6-7(4) 7-6(5) 5-7 7-5 7-6(2),,1.16,10.30%,2.30%,55.40%,79.40%,62.80%,4/7,4:41
Djokovic,27‑Aug‑2007,US Open,Hard,R128,3,95,(3)Djokovic d. (LL)Robin Haase [NED],6-2 6-1 6-3,,2.08,7.60%,1.50%,60.60%,82.50%,65.40%,1/1,1:36
Djokovic,25‑Jun‑2007,Wimbledon,Grass,SF,5,2,(2)Rafael Nadal [ESP] d. (4)Djokovic,3-6 6-1 4-1 RET,(ch),0.72,9.10%,2.60%,64.90%,66.00%,40.70%,6/10,1:41
Djokovic,25‑Jun‑2007,Wimbledon,Grass,QF,5,16,(4)Djokovic d. (10)Marcos Baghdatis [CYP],7-6(4) 7-6(9) 6-7(3) 4-6 7-5,,1.13,6.40%,2.10%,69.70%,72.50%,52.60%,3/8,5:00
Djokovic,25‑Jun‑2007,Wimbledon,Grass,R16,5,19,(4)Djokovic d. (16)Lleyton Hewitt [AUS],7-6(8) 7-6(2) 4-6 7-6(5),(ch),1.05,9.80%,2.90%,71.80%,73.60%,44.90%,8/12,4:12
Djokovic,25‑Jun‑2007,Wimbledon,Grass,R32,5,,(4)Djokovic d. Nicolas Kiefer [GER],7-6(4) 6-7(6) 6-2 7-6(5),,1.36,7.70%,2.80%,64.10%,81.30%,60.80%,2/3,3:39
Djokovic,25‑Jun‑2007,Wimbledon,Grass,R64,5,67,(4)Djokovic d. Amer Delic [BIH],6-3 3-6 6-3 7-6(4),,1.35,7.40%,1.90%,70.40%,76.30%,62.50%,3/6,2:19
Djokovic,25‑Jun‑2007,Wimbledon,Grass,R128,5,47,(4)Djokovic d. Potito Starace [ITA],6-0 6-3 6-4,,1.74,8.10%,1.40%,66.20%,77.60%,64.00%,1/2,1:35
Djokovic,28‑May‑2007,Roland Garros,Clay,SF,6,2,(2)Rafael Nadal [ESP] d. (6)Djokovic,7-5 6-4 6-2,(ch),0.62,3.20%,1.10%,71.60%,57.40%,37.00%,3/9,2:28
Djokovic,28‑May‑2007,Roland Garros,Clay,QF,6,125,(6)Djokovic d. Igor Andreev [RUS],6-3 6-3 6-3,,1.17,3.00%,3.00%,67.30%,70.60%,48.50%,5/6,2:12
Djokovic,28‑May‑2007,Roland Garros,Clay,R16,6,51,(6)Djokovic d. Fernando Verdasco [ESP],6-3 6-3 7-6(1),,1.22,8.00%,0.90%,71.70%,67.90%,59.40%,6/7,2:45
Djokovic,28‑May‑2007,Roland Garros,Clay,R32,6,129,(6)Djokovic d. (WC)Olivier Patience [FRA],7-6(2) 2-6 3-6 7-6(4) 6-3,,1.04,6.90%,1.90%,59.10%,70.20%,63.10%,7/12,4:04
Djokovic,28‑May‑2007,Roland Garros,Clay,R64,6,306,(6)Djokovic d. (Q)Laurent Recouderc [FRA],6-3 3-6 6-3 6-1,,1.36,5.00%,1.00%,67.30%,72.10%,57.60%,2/4,2:15
Djokovic,28‑May‑2007,Roland Garros,Clay,R128,6,123,(6)Djokovic d. (LL)Santiago Giraldo [COL],6-3 7-6(3) 6-4,,1.15,6.00%,5.10%,66.70%,70.50%,46.20%,9/11,2:11
Djokovic,15‑Jan‑2007,Australian Open,Hard,R16,15,1,(1)Roger Federer [SUI] d. (14)Djokovic,6-2 7-5 6-3,(ch),0.56,6.90%,2.00%,61.40%,61.30%,46.20%,3/8,1:50
Djokovic,15‑Jan‑2007,Australian Open,Hard,R32,15,102,(14)Djokovic d. Danai Udomchoke [THA],6-3 6-4 5-7 6-1,,1.23,12.40%,0.80%,74.40%,67.80%,54.80%,6/9,2:45
Djokovic,15‑Jan‑2007,Australian Open,Hard,R64,15,79,(14)Djokovic d. Feliciano Lopez [ESP],6-2 7-5 6-1,,1.56,9.30%,1.20%,68.60%,69.50%,66.70%,4/5,2:01
Djokovic,15‑Jan‑2007,Australian Open,Hard,R128,15,43,(14)Djokovic d. Nicolas Massu [CHI],6-1 6-1 6-0,(ch),2.28,8.50%,1.70%,67.80%,82.50%,57.90%,3/3,1:21
Djokovic,28‑Aug‑2006,US Open,Hard,R32,23,17,(15)Lleyton Hewitt [AUS] d. (20)Djokovic,6-3 6-1 6-2,,0.54,3.60%,8.40%,67.50%,57.10%,37.00%,5/11,1:29
Djokovic,28‑Aug‑2006,US Open,Hard,R64,23,60,(20)Djokovic d. Mardy Fish [USA],7-6(5) 6-4 3-6 7-6(3),,0.93,6.10%,5.40%,62.20%,77.20%,58.90%,9/10,3:11
Djokovic,28‑Aug‑2006,US Open,Hard,R128,23,577,(20)Djokovic d. (WC)Donald Young [USA],4-6 6-3 6-0 6-1,,1.53,7.80%,3.90%,68.60%,72.90%,56.30%,7/8,1:41
Djokovic,26‑Jun‑2006,Wimbledon,Grass,R16,39,10,(7)Mario Ancic [CRO] d. Djokovic,6-4 4-6 4-6 7-5 6-3,,0.96,8.30%,3.80%,65.20%,81.40%,54.30%,5/8,3:24
Djokovic,26‑Jun‑2006,Wimbledon,Grass,R32,39,41,Djokovic d. Mikhail Youzhny [RUS],4-6 6-2 6-3 6-3,,1.27,6.30%,2.70%,64.00%,78.90%,55.00%,4/5,2:36
Djokovic,26‑Jun‑2006,Wimbledon,Grass,R64,39,8,Djokovic d. (11)Tommy Robredo [ESP],7-6(5) 6-2 6-4,,1.33,2.10%,3.20%,67.00%,73.00%,48.40%,2/5,2:13
Djokovic,26‑Jun‑2006,Wimbledon,Grass,R128,39,65,Djokovic d. Paul Goldstein [USA],6-3 6-2 7-6(3),,1.19,8.20%,4.10%,60.20%,78.00%,48.70%,4/6,2:04
Djokovic,29‑May‑2006,Roland Garros,Clay,QF,63,2,(2)Rafael Nadal [ESP] d. Djokovic,6-4 6-4 RET,(ch),0.69,3.00%,4.50%,73.10%,55.10%,22.20%,2/7,1:54
Djokovic,29‑May‑2006,Roland Garros,Clay,R16,63,28,Djokovic d. (25)Gael Monfils [FRA],7-6(5) 7-6(5) 6-3,,1.28,6.90%,4.00%,58.40%,74.60%,66.70%,3/6,2:33
Djokovic,29‑May‑2006,Roland Garros,Clay,R32,63,25,Djokovic d. (23)Tommy Haas [GER],7-5 6-1 7-6(4),,1.58,7.50%,3.80%,71.30%,75.40%,69.60%,2/4,2:14
Djokovic,29‑May‑2006,Roland Garros,Clay,R64,63,9,Djokovic d. (9)Fernando Gonzalez [CHI],6-4 6-1 3-6 4-6 6-1,,1.11,3.90%,0.70%,68.60%,71.40%,54.20%,12/15,3:03
Djokovic,29‑May‑2006,Roland Garros,Clay,R128,63,46,Djokovic d. Luis Horna [PER],6-3 5-0 RET,,2.52,16.70%,2.80%,83.30%,83.30%,66.70%,0/0,1:00
Djokovic,16‑Jan‑2006,Australian Open,Hard,R128,76,68,Paul Goldstein [USA] d. Djokovic,6-2 1-6 6-3 6-2,,0.85,5.30%,7.90%,62.30%,62.00%,41.90%,13/19,2:28
Djokovic,29‑Aug‑2005,US Open,Hard,R32,97,48,Fernando Verdasco [ESP] d. Djokovic,6-1 4-6 6-7(2) 6-4 6-4,,0.84,3.20%,1.90%,68.80%,62.30%,54.20%,6/14,3:04
Djokovic,29‑Aug‑2005,US Open,Hard,R64,97,24,Djokovic d. (22)Mario Ancic [CRO],6-3 5-7 7-6(4) 6-3,,1.06,4.30%,2.90%,61.60%,75.30%,49.10%,3/7,3:27
Djokovic,29‑Aug‑2005,US Open,Hard,R128,97,43,Djokovic d. Gael Monfils [FRA],7-5 4-6 7-6(5) 0-6 7-5,(ch),0.72,1.70%,2.80%,66.50%,68.10%,48.30%,12/16,3:57
Djokovic,20‑Jun‑2005,Wimbledon,Grass,R32,128,27,(9)Sebastien Grosjean [FRA] d. (Q)Djokovic,7-5 6-4 5-7 6-4,,1.04,4.80%,3.20%,69.80%,75.00%,55.30%,6/9,2:51
Djokovic,20‑Jun‑2005,Wimbledon,Grass,R64,128,81,(Q)Djokovic d. Guillermo Garcia Lopez [ESP],3-6 3-6 7-6(5) 7-6(3) 6-4,,1.04,4.60%,2.30%,60.70%,71.40%,45.60%,9/18,4:08
Djokovic,20‑Jun‑2005,Wimbledon,Grass,R128,128,68,(Q)Djokovic d. Juan Monaco [ARG],6-3 7-6(5) 6-3,,1.36,2.10%,5.30%,69.10%,81.50%,55.20%,2/3,1:53
Djokovic,20‑Jun‑2005,Wimbledon,Grass,Q3,128,129,(17)Djokovic d. (15)Wesley Moodie [RSA],4-6 6-0 6-7(2) 7-6(4) 6-3,,,,,,,,,
Djokovic,20‑Jun‑2005,Wimbledon,Grass,Q2,128,148,(17)Djokovic d. Jimmy Wang [TPE],6-4 6-4,,,,,,,,,
Djokovic,20‑Jun‑2005,Wimbledon,Grass,Q1,128,175,(17)Djokovic d. Brian Baker [USA],1-1 RET,,,,,,,,,
Djokovic,23‑May‑2005,Roland Garros,Clay,R64,153,9,(8)Guillermo Coria [ARG] d. (Q)Djokovic,4-6 6-2 3-2 RET,,0.88,3.80%,3.80%,52.50%,54.80%,44.70%,5/11,1:54
Djokovic,23‑May‑2005,Roland Garros,Clay,R128,153,71,(Q)Djokovic d. Robby Ginepri [USA],6-0 6-0 6-3,,2,10.30%,3.40%,67.20%,74.40%,63.20%,1/2,1:18
Djokovic,23‑May‑2005,Roland Garros,Clay,Q3,153,158,(15)Djokovic d. Marc Gicquel [FRA],6-4 7-6(5),,,,,,,,,
Djokovic,23‑May‑2005,Roland Garros,Clay,Q2,153,208,(15)Djokovic d. Franco Ferreiro [BRA],6-4 6-4,,,,,,,,,
Djokovic,23‑May‑2005,Roland Garros,Clay,Q1,153,182,(15)Djokovic d. Glenn Weiner [USA],6-2 6-3,,,,,,,,,
Djokovic,17‑Jan‑2005,Australian Open,Hard,R128,188,4,(4)Marat Safin [RUS] d. (Q)Djokovic,6-0 6-2 6-1,(ch),0.37,1.50%,7.60%,59.10%,41.00%,18.50%,4/13,1:14
Djokovic,17‑Jan‑2005,Australian Open,Hard,Q3,188,138,Djokovic d. (15)Wesley Moodie [RSA],4-6 6-3 6-4,,,,,,,,,
Djokovic,17‑Jan‑2005,Australian Open,Hard,Q2,188,165,Djokovic d. (32)Stan Wawrinka [SUI],6-3 6-1,,,,,,,,,
