Player,Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,Time
Federer,16‑Jan‑2012,Australian Open,Hard,R128,3,172,(3)Federer d. (Q)Alexander Kudryavtsev [RUS],7-5 6-2 6-2,(wp),1.72,60.20%,49.40%,4.50%,36.10%,58.50%,6/13,1:38
Federer,29‑Aug‑2011,US Open,Hard,SF,3,1,(1)Novak Djokovic [SRB] d. (3)Federer,6-7(7) 4-6 6-3 6-2 7-5,(ch) (wp),0.77,47.00%,28.60%,5.70%,17.10%,44.80%,3/5,3:51
Federer,29‑Aug‑2011,US Open,Hard,QF,3,11,(3)Federer d. (11)Jo Wilfried Tsonga [FRA],6-4 6-3 6-3,(ch) (wp),1.37,56.10%,44.70%,5.90%,31.10%,60.00%,6/13,1:53
Federer,29‑Aug‑2011,US Open,Hard,R16,3,36,(3)Federer d. Juan Monaco [ARG],6-1 6-2 6-0,(wp),2.6,66.90%,57.40%,1.50%,60.00%,52.20%,7/14,1:22
Federer,29‑Aug‑2011,US Open,Hard,R32,3,28,(3)Federer d. (27)Marin Cilic [CRO],6-3 4-6 6-4 6-2,(wp),1.32,54.20%,40.30%,10.10%,31.60%,48.40%,6/14,2:40
Federer,29‑Aug‑2011,US Open,Hard,R64,3,93,(3)Federer d. Dudi Sela [ISR],6-3 6-2 6-2,(wp),3.27,63.40%,43.70%,0.00%,41.90%,46.40%,5/11,1:17
Federer,29‑Aug‑2011,US Open,Hard,R128,3,54,(3)Federer d. Santiago Giraldo [COL],6-4 6-3 6-2,(wp),1.35,56.40%,52.00%,2.00%,38.50%,67.40%,7/18,1:46
Federer,20‑Jun‑2011,Wimbledon,Grass,QF,3,19,(12)Jo Wilfried Tsonga [FRA] d. (3)Federer,3-6 6-7(3) 6-4 6-4 6-4,(ch) (wp),1.2,51.80%,29.00%,12.40%,27.50%,32.60%,1/1,3:08
Federer,20‑Jun‑2011,Wimbledon,Grass,R16,3,17,(3)Federer d. (18)Mikhail Youzhny [RUS],6-7(5) 6-3 6-3 6-3,(wp),1.53,55.90%,42.90%,4.30%,34.80%,56.90%,6/14,3:02
Federer,20‑Jun‑2011,Wimbledon,Grass,R32,3,23,(3)Federer d. (28)David Nalbandian [ARG],6-4 6-2 6-4,(wp),1.41,56.30%,41.20%,5.90%,34.60%,51.50%,5/7,1:46
Federer,20‑Jun‑2011,Wimbledon,Grass,R64,3,55,(3)Federer d. Adrian Mannarino [FRA],6-2 6-3 6-2,(wp),2.79,64.00%,48.00%,0.00%,45.50%,51.60%,5/10,1:28
Federer,20‑Jun‑2011,Wimbledon,Grass,R128,3,61,(3)Federer d. Mikhail Kukushkin [KAZ],7-6(2) 6-4 6-2,(wp),2.44,59.00%,36.60%,4.30%,32.80%,43.80%,3/7,1:42
Federer,22‑May‑2011,Roland Garros,Clay,F,3,1,(1)Rafael Nadal [ESP] d. (3)Federer,7-5 7-6(3) 5-7 6-1,(ch) (wp),0.92,47.60%,38.80%,2.70%,34.90%,48.80%,5/15,3:40
Federer,22‑May‑2011,Roland Garros,Clay,SF,3,2,(3)Federer d. (2)Novak Djokovic [SRB],7-6(5) 6-3 3-6 7-6(5),(ch) (wp),1.22,52.40%,39.90%,4.20%,40.20%,39.30%,4/25,3:39
Federer,22‑May‑2011,Roland Garros,Clay,QF,3,9,(3)Federer d. (9)Gael Monfils [FRA],6-4 6-3 7-6(3),(ch) (wp),1.47,54.80%,45.10%,3.00%,37.90%,58.70%,5/16,2:34
Federer,22‑May‑2011,Roland Garros,Clay,R16,3,14,(3)Federer d. (14)Stan Wawrinka [SUI],6-3 6-2 7-5,(wp),1.66,57.50%,41.00%,6.00%,35.60%,54.20%,5/6,1:46
Federer,22‑May‑2011,Roland Garros,Clay,R32,3,32,(3)Federer d. (29)Janko Tipsarevic [SRB],6-1 6-4 6-3,(wp),1.69,59.20%,42.30%,1.40%,22.20%,62.90%,5/6,1:30
Federer,22‑May‑2011,Roland Garros,Clay,R64,3,181,(3)Federer d. (WC)Maxime Teixeira [FRA],6-3 6-0 6-2,(wp),2.24,64.00%,53.40%,0.00%,48.70%,58.80%,7/13,1:24
Federer,22‑May‑2011,Roland Garros,Clay,R128,3,41,(3)Federer d. Feliciano Lopez [ESP],6-3 6-4 7-6(3),(wp),1.54,55.30%,36.40%,7.10%,34.90%,38.90%,2/9,1:59
Federer,17‑Jan‑2011,Australian Open,Hard,SF,2,3,(3)Novak Djokovic [SRB] d. (2)Federer,7-6(3) 7-5 6-4,(ch) (wp),0.97,48.30%,36.80%,4.80%,26.70%,59.00%,3/10,3:00
Federer,17‑Jan‑2011,Australian Open,Hard,QF,2,19,(2)Federer d. (19)Stan Wawrinka [SUI],6-1 6-3 6-3,(ch) (wp),1.62,57.70%,43.20%,1.20%,42.60%,44.10%,4/6,1:47
Federer,17‑Jan‑2011,Australian Open,Hard,R16,2,52,(2)Federer d. Tommy Robredo [ESP],6-3 3-6 6-3 6-2,(wp),1.38,54.70%,36.70%,6.40%,27.90%,51.20%,4/10,2:25
Federer,17‑Jan‑2011,Australian Open,Hard,R32,2,45,(2)Federer d. Xavier Malisse [BEL],6-3 6-3 6-1,(wp),1.45,58.30%,54.10%,4.70%,47.10%,64.70%,7/17,1:45
Federer,17‑Jan‑2011,Australian Open,Hard,R64,2,34,(2)Federer d. Gilles Simon [FRA],6-2 6-3 4-6 4-6 6-3,(ch) (wp),1.27,53.70%,44.50%,5.20%,44.30%,44.80%,8/18,3:13
Federer,17‑Jan‑2011,Australian Open,Hard,R128,2,97,(2)Federer d. Lukas Lacko [SVK],6-1 6-1 6-3,(wp),2.61,64.10%,53.00%,3.60%,41.10%,77.80%,7/14,1:24
Federer,30‑Aug‑2010,US Open,Hard,SF,2,3,(3)Novak Djokovic [SRB] d. (2)Federer,5-7 6-1 5-7 6-2 7-5,(ch),0.86,47.60%,33.80%,2.60%,31.90%,36.80%,3/7,3:44
Federer,30‑Aug‑2010,US Open,Hard,QF,2,5,(2)Federer d. (5)Robin Soderling [SWE],6-4 6-4 7-5,(ch),1.39,55.40%,39.80%,2.20%,33.30%,48.70%,5/6,1:56
Federer,30‑Aug‑2010,US Open,Hard,R16,2,15,(2)Federer d. (13)Jurgen Melzer [AUT],6-3 7-6(4) 6-3,,1.41,56.70%,41.70%,1.00%,40.60%,43.80%,4/8,2:03
Federer,30‑Aug‑2010,US Open,Hard,R32,2,109,(2)Federer d. Paul Henri Mathieu [FRA],6-4 6-3 6-3,,1.69,58.80%,39.40%,4.20%,24.30%,55.90%,4/6,1:39
Federer,30‑Aug‑2010,US Open,Hard,R64,2,104,(2)Federer d. Andreas Beck [GER],6-3 6-4 6-3,,1.63,57.50%,44.20%,9.30%,32.00%,61.10%,5/10,1:41
Federer,30‑Aug‑2010,US Open,Hard,R128,2,96,(2)Federer d. Brian Dabul [ARG],6-1 6-4 6-2,,1.74,58.50%,44.70%,0.00%,38.60%,57.10%,5/19,1:33
Federer,21‑Jun‑2010,Wimbledon,Grass,QF,2,13,(12)Tomas Berdych [CZE] d. (1)Federer,6-4 3-6 6-1 6-4,(ch),0.91,48.20%,33.90%,9.70%,18.10%,55.80%,1/8,2:35
Federer,21‑Jun‑2010,Wimbledon,Grass,R16,2,16,(1)Federer d. (16)Jurgen Melzer [AUT],6-3 6-2 6-3,,2.14,62.00%,49.40%,7.80%,47.30%,54.50%,6/10,1:24
Federer,21‑Jun‑2010,Wimbledon,Grass,R32,2,86,(1)Federer d. Arnaud Clement [FRA],6-2 6-4 6-2,,1.97,59.70%,43.40%,6.60%,27.30%,65.60%,5/10,1:35
Federer,21‑Jun‑2010,Wimbledon,Grass,R64,2,152,(1)Federer d. (Q)Ilija Bozoljac [SRB],6-3 6-7(4) 6-4 7-6(5),,1.19,52.00%,30.00%,22.10%,22.20%,44.00%,3/13,2:46
Federer,21‑Jun‑2010,Wimbledon,Grass,R128,2,60,(1)Federer d. Alejandro Falla [COL],5-7 4-6 6-4 7-6(1) 6-0,(ch),1.27,53.00%,39.50%,4.50%,32.70%,50.00%,5/14,3:18
Federer,24‑May‑2010,Roland Garros,Clay,QF,1,7,(5)Robin Soderling [SWE] d. (1)Federer,3-6 6-3 7-5 6-4,(ch),0.99,49.40%,33.30%,11.10%,27.20%,44.40%,2/7,2:30
Federer,24‑May‑2010,Roland Garros,Clay,R16,1,24,(1)Federer d. (20)Stan Wawrinka [SUI],6-3 7-6(5) 6-2,(ch),1.25,54.00%,37.90%,5.70%,20.80%,59.00%,5/8,1:56
Federer,24‑May‑2010,Roland Garros,Clay,R32,1,165,(1)Federer d. (Q)Julian Reister [GER],6-4 6-0 6-4,,2.06,61.80%,48.80%,1.30%,47.50%,52.60%,5/13,1:33
Federer,24‑May‑2010,Roland Garros,Clay,R64,1,70,(1)Federer d. Alejandro Falla [COL],7-6(4) 6-2 6-4,,1.2,54.00%,39.40%,3.20%,35.90%,46.70%,4/9,2:00
Federer,24‑May‑2010,Roland Garros,Clay,R128,1,71,(1)Federer d. Peter Luczak [AUS],6-4 6-1 6-2,,2.1,60.70%,45.70%,7.40%,41.30%,51.40%,5/12,1:48
Federer,18‑Jan‑2010,Australian Open,Hard,F,1,4,(1)Federer d. (5)Andy Murray [GBR],6-3 6-4 7-6(11),(ch),1.2,53.70%,38.50%,9.60%,31.00%,47.80%,4/12,2:41
Federer,18‑Jan‑2010,Australian Open,Hard,SF,1,10,(1)Federer d. (10)Jo Wilfried Tsonga [FRA],6-2 6-3 6-2,(ch),2.04,61.20%,44.30%,8.60%,33.30%,60.70%,5/10,1:28
Federer,18‑Jan‑2010,Australian Open,Hard,QF,1,6,(1)Federer d. (6)Nikolay Davydenko [RUS],2-6 6-3 6-0 7-5,(ch),1.21,54.60%,48.60%,0.90%,40.90%,61.00%,8/14,2:36
Federer,18‑Jan‑2010,Australian Open,Hard,R16,1,22,(1)Federer d. (22)Lleyton Hewitt [AUS],6-2 6-3 6-4,(ch),1.62,57.00%,45.00%,5.00%,39.30%,53.80%,5/15,1:55
Federer,18‑Jan‑2010,Australian Open,Hard,R32,1,32,(1)Federer d. (31)Albert Montanes [ESP],6-3 6-4 6-4,,1.69,56.50%,38.50%,7.70%,40.00%,36.10%,3/6,1:48
Federer,18‑Jan‑2010,Australian Open,Hard,R64,1,47,(1)Federer d. Victor Hanescu [ROU],6-2 6-3 6-2,,1.91,60.00%,47.10%,3.40%,44.30%,53.80%,5/11,1:39
Federer,18‑Jan‑2010,Australian Open,Hard,R128,1,37,(1)Federer d. Igor Andreev [RUS],4-6 6-2 7-6(2) 6-0,(ch),1.44,56.70%,50.70%,1.50%,42.90%,63.50%,9/19,2:44
Federer,31‑Aug‑2009,US Open,Hard,F,1,6,(6)Juan Martin Del Potro [ARG] d. (1)Federer,3-6 7-6(5) 4-6 7-6(4) 6-2,(ch),0.91,48.90%,33.30%,4.70%,27.70%,44.10%,5/22,4:06
Federer,31‑Aug‑2009,US Open,Hard,SF,1,4,(1)Federer d. (4)Novak Djokovic [SRB],7-6(3) 7-5 7-5,(ch),1.24,53.10%,36.50%,5.20%,32.10%,45.90%,3/10,2:34
Federer,31‑Aug‑2009,US Open,Hard,QF,1,12,(1)Federer d. (12)Robin Soderling [SWE],6-0 6-3 6-7(6) 7-6(6),(ch),1.5,56.10%,36.20%,8.70%,27.10%,54.80%,4/11,2:33
Federer,31‑Aug‑2009,US Open,Hard,R16,1,15,(1)Federer d. (14)Tommy Robredo [ESP],7-5 6-2 6-2,,2.26,60.70%,45.20%,2.20%,37.50%,62.10%,5/10,1:48
Federer,31‑Aug‑2009,US Open,Hard,R32,1,32,(1)Federer d. (31)Lleyton Hewitt [AUS],4-6 6-3 7-5 6-4,(ch),1.06,52.50%,37.30%,4.50%,29.80%,45.30%,5/11,2:33
Federer,31‑Aug‑2009,US Open,Hard,R64,1,65,(1)Federer d. Simon Greul [GER],6-3 7-5 7-5,,1.37,55.70%,38.70%,0.00%,30.40%,46.80%,4/8,1:58
Federer,31‑Aug‑2009,US Open,Hard,R128,1,1370,(1)Federer d. (WC)Devin Britton [USA],6-1 6-3 7-5,(ch),1.85,59.80%,51.00%,6.00%,41.40%,64.30%,7/9,1:28
Federer,22‑Jun‑2009,Wimbledon,Grass,F,2,6,(2)Federer d. (6)Andy Roddick [USA],5-7 7-6(6) 7-6(5) 3-6 16-14,(ch),1.33,51.10%,28.50%,11.30%,17.20%,55.70%,1/7,4:16
Federer,22‑Jun‑2009,Wimbledon,Grass,SF,2,34,(2)Federer d. (24)Tommy Haas [GER],7-6(3) 7-5 6-3,(ch),2.74,58.00%,36.40%,10.00%,26.40%,55.30%,2/8,2:03
Federer,22‑Jun‑2009,Wimbledon,Grass,QF,2,36,(2)Federer d. (22)Ivo Karlovic [CRO],6-3 7-5 7-6(3),(ch),1.98,56.90%,25.60%,28.00%,19.30%,40.00%,2/2,1:43
Federer,22‑Jun‑2009,Wimbledon,Grass,R16,2,12,(2)Federer d. (13)Robin Soderling [SWE],6-4 7-6(5) 7-6(5),(ch),1.09,51.50%,22.40%,16.30%,9.10%,39.50%,1/4,1:59
Federer,22‑Jun‑2009,Wimbledon,Grass,R32,2,32,(2)Federer d. (27)Philipp Kohlschreiber [GER],6-3 6-2 6-7(5) 6-1,,1.4,56.30%,44.40%,4.00%,38.30%,55.60%,7/22,2:31
Federer,22‑Jun‑2009,Wimbledon,Grass,R64,2,42,(2)Federer d. Guillermo Garcia Lopez [ESP],6-2 6-2 6-4,,1.69,58.40%,40.50%,4.10%,36.40%,52.60%,5/7,1:30
Federer,22‑Jun‑2009,Wimbledon,Grass,R128,2,65,(2)Federer d. Yen Hsun Lu [TPE],7-5 6-3 6-2,,2.15,59.50%,43.00%,3.20%,37.50%,55.20%,5/11,1:45
Federer,25‑May‑2009,Roland Garros,Clay,F,2,25,(2)Federer d. (23)Robin Soderling [SWE],6-1 7-6(1) 6-4,(ch),1.84,57.60%,39.60%,2.20%,36.40%,44.40%,4/6,1:55
Federer,25‑May‑2009,Roland Garros,Clay,SF,2,5,(2)Federer d. (5)Juan Martin Del Potro [ARG],3-6 7-6(2) 2-6 6-1 6-4,(ch),1.14,51.30%,39.30%,9.50%,26.50%,57.10%,4/12,3:29
Federer,25‑May‑2009,Roland Garros,Clay,QF,2,10,(2)Federer d. (11)Gael Monfils [FRA],7-6(6) 6-2 6-4,(ch),1.5,55.80%,40.00%,6.70%,32.80%,50.00%,3/5,2:10
Federer,25‑May‑2009,Roland Garros,Clay,R16,2,63,(2)Federer d. Tommy Haas [GER],6-7(4) 5-7 6-4 6-0 6-2,(ch),1.56,55.60%,37.20%,7.60%,32.30%,46.20%,7/15,3:07
Federer,25‑May‑2009,Roland Garros,Clay,R32,2,35,(2)Federer d. (32)Paul Henri Mathieu [FRA],4-6 6-1 6-4 6-4,,1.32,54.20%,42.10%,6.30%,34.70%,52.90%,5/16,2:46
Federer,25‑May‑2009,Roland Garros,Clay,R64,2,45,(2)Federer d. Jose Acasuso [ARG],7-6(8) 5-7 7-6(2) 6-2,,1.31,54.40%,41.60%,3.20%,38.50%,46.60%,6/12,3:25
Federer,25‑May‑2009,Roland Garros,Clay,R128,2,98,(2)Federer d. Alberto Martin [ESP],6-4 6-3 6-2,,1.81,59.30%,46.00%,0.00%,39.30%,58.10%,5/10,1:43
Federer,19‑Jan‑2009,Australian Open,Hard,F,2,1,(1)Rafael Nadal [ESP] d. (2)Federer,7-5 3-6 7-6(3) 3-6 6-2,(ch),1.01,50.10%,40.60%,2.30%,33.90%,52.40%,6/19,4:19
Federer,19‑Jan‑2009,Australian Open,Hard,SF,2,9,(2)Federer d. (7)Andy Roddick [USA],6-2 7-5 7-5,(ch),1.39,55.30%,36.20%,8.50%,29.50%,48.50%,4/13,2:05
Federer,19‑Jan‑2009,Australian Open,Hard,QF,2,6,(2)Federer d. (8)Juan Martin Del Potro [ARG],6-3 6-0 6-0,(ch),3.48,69.70%,59.10%,7.60%,53.80%,66.70%,7/11,1:20
Federer,19‑Jan‑2009,Australian Open,Hard,R16,2,21,(2)Federer d. (20)Tomas Berdych [CZE],4-6 6-7(4) 6-4 6-4 6-2,(ch),1.05,51.30%,39.10%,4.60%,30.10%,53.40%,8/12,3:25
Federer,19‑Jan‑2009,Australian Open,Hard,R32,2,27,(2)Federer d. (26)Marat Safin [RUS],6-3 6-2 7-6(5),,1.64,57.60%,38.60%,15.90%,31.80%,45.50%,3/4,1:50
Federer,19‑Jan‑2009,Australian Open,Hard,R64,2,118,(2)Federer d. (Q)Evgeny Korolev [KAZ],6-2 6-3 6-1,,1.74,60.10%,51.20%,2.50%,46.30%,56.40%,7/12,1:25
Federer,19‑Jan‑2009,Australian Open,Hard,R128,2,35,(2)Federer d. Andreas Seppi [ITA],6-1 7-6(4) 7-5,,1.26,54.50%,39.40%,0.90%,31.40%,53.80%,3/10,4:40
Federer,25‑Aug‑2008,US Open,Hard,F,2,6,(2)Federer d. (6)Andy Murray [GBR],6-2 7-5 6-2,(ch),1.46,58.00%,50.60%,3.70%,48.90%,52.80%,7/10,1:51
Federer,25‑Aug‑2008,US Open,Hard,SF,2,3,(2)Federer d. (3)Novak Djokovic [SRB],6-3 5-7 7-5 6-2,(ch),1.28,54.20%,37.90%,4.80%,28.70%,54.50%,5/12,2:44
Federer,25‑Aug‑2008,US Open,Hard,QF,2,130,(2)Federer d. (Q)Gilles Muller [LUX],7-6(5) 6-4 7-6(5),(ch),1.37,52.20%,30.60%,13.20%,22.40%,44.40%,1/11,2:24
Federer,25‑Aug‑2008,US Open,Hard,R16,2,23,(2)Federer d. (23)Igor Andreev [RUS],6-7(5) 7-6(5) 6-3 3-6 6-3,,1.1,51.70%,33.30%,4.80%,22.00%,50.80%,3/7,3:31
Federer,25‑Aug‑2008,US Open,Hard,R32,2,30,(2)Federer d. (28)Radek Stepanek [CZE],6-3 6-3 6-2,,1.73,59.30%,47.70%,1.20%,36.80%,69.00%,6/11,1:36
Federer,25‑Aug‑2008,US Open,Hard,R64,2,137,(2)Federer d. (Q)Thiago Alves [BRA],6-3 7-5 6-4,,1.52,55.50%,43.20%,1.60%,39.70%,47.40%,4/15,2:14
Federer,25‑Aug‑2008,US Open,Hard,R128,2,118,(2)Federer d. Maximo Gonzalez [ARG],6-3 6-0 6-3,,1.65,60.30%,52.00%,1.30%,44.00%,68.00%,7/13,1:22
Federer,23‑Jun‑2008,Wimbledon,Grass,F,1,2,(2)Rafael Nadal [ESP] d. (1)Federer,6-4 6-4 6-7(5) 6-7(8) 9-7,(ch),1.02,49.40%,33.50%,2.80%,30.60%,41.40%,1/13,4:48
Federer,23‑Jun‑2008,Wimbledon,Grass,SF,1,75,(1)Federer d. Marat Safin [RUS],6-3 7-6(3) 6-4,(ch),1.45,54.60%,32.30%,14.00%,25.80%,45.20%,2/5,1:43
Federer,23‑Jun‑2008,Wimbledon,Grass,QF,1,43,(1)Federer d. Mario Ancic [CRO],6-1 7-5 6-4,(ch),2.77,59.00%,38.90%,9.50%,29.30%,54.10%,4/10,1:42
Federer,23‑Jun‑2008,Wimbledon,Grass,R16,1,27,(1)Federer d. (24)Lleyton Hewitt [AUS],7-6(7) 6-2 6-4,(ch),1.21,54.10%,33.30%,9.20%,22.20%,51.50%,3/3,1:50
Federer,23‑Jun‑2008,Wimbledon,Grass,R32,1,53,(1)Federer d. Marc Gicquel [FRA],6-3 6-3 6-1,(ch),2.07,61.30%,48.80%,6.10%,36.40%,74.10%,6/13,1:22
Federer,23‑Jun‑2008,Wimbledon,Grass,R64,1,41,(1)Federer d. Robin Soderling [SWE],6-3 6-4 7-6(3),,1.4,54.30%,39.50%,5.30%,30.20%,51.00%,3/8,2:01
Federer,23‑Jun‑2008,Wimbledon,Grass,R128,1,273,(1)Federer d. Dominik Hrbaty [SVK],6-3 6-2 6-2,,1.78,61.20%,47.80%,2.90%,38.50%,60.00%,5/11,1:20
Federer,25‑May‑2008,Roland Garros,Clay,F,1,2,(2)Rafael Nadal [ESP] d. (1)Federer,6-1 6-3 6-0,(ch),0.52,36.10%,31.30%,0.00%,30.00%,35.30%,1/4,1:48
Federer,25‑May‑2008,Roland Garros,Clay,SF,1,59,(1)Federer d. Gael Monfils [FRA],6-2 5-7 6-3 7-5,(ch),1.22,53.50%,44.00%,6.70%,30.30%,63.90%,7/15,3:05
Federer,25‑May‑2008,Roland Garros,Clay,QF,1,25,(1)Federer d. (24)Fernando Gonzalez [CHI],2-6 6-2 6-3 6-4,(ch),1.47,56.60%,43.00%,3.00%,44.40%,39.30%,5/13,2:01
Federer,25‑May‑2008,Roland Garros,Clay,R16,1,55,(1)Federer d. Julien Benneteau [FRA],6-4 7-5 7-5,,1.35,54.60%,44.10%,4.20%,48.60%,36.40%,6/16,2:26
Federer,25‑May‑2008,Roland Garros,Clay,R32,1,46,(1)Federer d. Mario Ancic [CRO],6-3 6-4 6-2,(ch),2.15,61.60%,45.30%,2.70%,34.00%,64.30%,5/7,1:36
Federer,25‑May‑2008,Roland Garros,Clay,R64,1,60,(1)Federer d. Albert Montanes [ESP],6-7(5) 6-1 6-0 6-4,,1.84,58.80%,45.20%,1.50%,41.00%,51.90%,6/18,2:25
Federer,25‑May‑2008,Roland Garros,Clay,R128,1,40,(1)Federer d. Sam Querrey [USA],6-4 6-4 6-3,,1.42,55.00%,41.30%,6.50%,36.60%,45.10%,5/12,1:35
Federer,14‑Jan‑2008,Australian Open,Hard,SF,1,3,(3)Novak Djokovic [SRB] d. (1)Federer,7-5 6-3 7-6(5),(ch),0.85,46.80%,33.60%,11.50%,22.10%,58.30%,2/9,2:26
Federer,14‑Jan‑2008,Australian Open,Hard,QF,1,15,(1)Federer d. (12)James Blake [USA],7-5 7-6(5) 6-4,(ch),1.37,54.20%,41.40%,6.90%,29.90%,57.10%,5/10,1:59
Federer,14‑Jan‑2008,Australian Open,Hard,R16,1,13,(1)Federer d. (13)Tomas Berdych [CZE],6-4 7-6(7) 6-3,,1.43,55.30%,36.50%,7.30%,24.10%,52.40%,3/7,1:57
Federer,14‑Jan‑2008,Australian Open,Hard,R32,1,49,(1)Federer d. Janko Tipsarevic [SRB],6-7(5) 7-6(1) 5-7 6-1 10-8,,1.53,54.00%,35.70%,5.80%,29.20%,42.60%,5/21,4:25
Federer,14‑Jan‑2008,Australian Open,Hard,R64,1,36,(1)Federer d. Fabrice Santoro [FRA],6-1 6-2 6-0,,2.53,66.90%,58.00%,2.90%,55.60%,62.50%,7/14,1:20
Federer,14‑Jan‑2008,Australian Open,Hard,R128,1,107,(1)Federer d. Diego Hartfield [ARG],6-0 6-3 6-0,,2.36,66.90%,58.10%,4.80%,47.50%,77.30%,7/10,1:12
Federer,27‑Aug‑2007,US Open,Hard,F,1,3,(1)Federer d. (3)Novak Djokovic [SRB],7-6(4) 7-6(2) 6-4,(ch),1.32,53.60%,36.20%,4.30%,29.70%,44.20%,3/5,2:24
Federer,27‑Aug‑2007,US Open,Hard,SF,1,4,(1)Federer d. (4)Nikolay Davydenko [RUS],7-5 6-1 7-5,(ch),1.24,55.20%,52.90%,1.00%,45.60%,67.60%,9/25,2:18
Federer,27‑Aug‑2007,US Open,Hard,QF,1,5,(1)Federer d. (5)Andy Roddick [USA],7-6(5) 7-6(4) 6-2,(ch),1.36,53.90%,31.10%,13.60%,23.00%,51.70%,2/4,2:01
Federer,27‑Aug‑2007,US Open,Hard,R16,1,60,(1)Federer d. Feliciano Lopez [ESP],3-6 6-4 6-1 6-4,,2.19,57.30%,38.60%,11.40%,23.40%,58.00%,4/12,1:58
Federer,27‑Aug‑2007,US Open,Hard,R32,1,184,(1)Federer d. (WC)John Isner [USA],6-7(4) 6-2 6-4 6-2,,1.69,56.60%,38.00%,14.00%,31.80%,54.50%,5/9,2:15
Federer,27‑Aug‑2007,US Open,Hard,R64,1,120,(1)Federer d. (Q)Paul Capdeville [CHI],6-1 6-4 6-4,(ch),1.81,59.00%,45.20%,6.00%,35.30%,60.60%,5/9,1:28
Federer,27‑Aug‑2007,US Open,Hard,R128,1,319,(1)Federer d. (Q)Scoville Jenkins [USA],6-3 6-2 6-4,,1.98,59.10%,40.70%,11.10%,31.50%,59.30%,4/9,1:30
Federer,25‑Jun‑2007,Wimbledon,Grass,F,1,2,(1)Federer d. (2)Rafael Nadal [ESP],7-6(7) 4-6 7-6(3) 2-6 6-2,(ch),1.11,51.10%,34.70%,0.60%,31.40%,42.90%,3/8,3:45
Federer,25‑Jun‑2007,Wimbledon,Grass,SF,1,14,(1)Federer d. (12)Richard Gasquet [FRA],7-5 6-3 6-4,(ch),1.41,55.30%,36.00%,4.50%,33.90%,39.40%,3/4,1:44
Federer,25‑Jun‑2007,Wimbledon,Grass,QF,1,18,(1)Federer d. (20)Juan Carlos Ferrero [ESP],7-6(2) 3-6 6-1 6-3,(ch),1.43,55.80%,41.70%,2.50%,31.60%,61.00%,5/8,2:16
Federer,25‑Jun‑2007,Wimbledon,Grass,R16,1,10,(1)Federer d. (13)Tommy Haas [GER],W/O,,,,,,,,,
Federer,25‑Jun‑2007,Wimbledon,Grass,R32,1,24,(1)Federer d. (26)Marat Safin [RUS],6-1 6-4 7-6(4),,1.54,56.60%,39.30%,5.60%,26.40%,58.30%,4/11,1:39
Federer,25‑Jun‑2007,Wimbledon,Grass,R64,1,56,(1)Federer d. Juan Martin Del Potro [ARG],6-2 7-5 6-1,(ch),1.76,59.50%,43.40%,1.30%,39.00%,48.60%,5/9,1:33
Federer,25‑Jun‑2007,Wimbledon,Grass,R128,1,86,(1)Federer d. Teymuraz Gabashvili [RUS],6-3 6-2 6-4,,1.51,56.10%,40.70%,2.30%,44.70%,35.90%,4/12,1:32
Federer,28‑May‑2007,Roland Garros,Clay,F,1,2,(2)Rafael Nadal [ESP] d. (1)Federer,6-3 4-6 6-3 6-4,(ch),0.88,46.70%,33.60%,1.50%,30.20%,45.20%,1/17,3:10
Federer,28‑May‑2007,Roland Garros,Clay,SF,1,4,(1)Federer d. (4)Nikolay Davydenko [RUS],7-5 7-6(5) 7-6(7),(ch),1.08,51.40%,40.00%,1.40%,36.80%,46.70%,4/15,3:01
Federer,28‑May‑2007,Roland Garros,Clay,QF,1,9,(1)Federer d. (9)Tommy Robredo [ESP],7-5 1-6 6-1 6-2,(ch),1.54,57.10%,46.10%,2.00%,44.90%,50.00%,7/11,2:02
Federer,28‑May‑2007,Roland Garros,Clay,R16,1,15,(1)Federer d. (13)Mikhail Youzhny [RUS],7-6(3) 6-4 6-4,,1.31,54.30%,41.80%,2.70%,38.90%,44.60%,4/8,2:25
Federer,28‑May‑2007,Roland Garros,Clay,R32,1,57,(1)Federer d. Potito Starace [ITA],6-2 6-3 6-0,,1.75,61.40%,50.70%,1.40%,50.00%,51.70%,6/11,1:31
Federer,28‑May‑2007,Roland Garros,Clay,R64,1,168,(1)Federer d. (WC)Thierry Ascione [FRA],6-1 6-2 7-6(8),,1.41,55.20%,44.90%,2.50%,39.20%,56.40%,5/21,1:51
Federer,28‑May‑2007,Roland Garros,Clay,R128,1,68,(1)Federer d. Michael Russell [USA],6-4 6-2 6-4,,1.86,57.10%,39.80%,1.10%,37.00%,50.00%,4/11,1:45
Federer,15‑Jan‑2007,Australian Open,Hard,F,1,9,(1)Federer d. (10)Fernando Gonzalez [CHI],7-6(2) 6-4 6-4,(ch),2.03,56.30%,40.20%,4.70%,31.20%,54.00%,3/10,2:20
Federer,15‑Jan‑2007,Australian Open,Hard,SF,1,7,(1)Federer d. (6)Andy Roddick [USA],6-4 6-0 6-2,(ch),2.18,64.80%,55.40%,6.20%,46.30%,70.80%,7/7,1:23
