Year,Film,Nominee,Winner
2021,Swan Song,Mahershala Ali,FALSE
2021,Being the Ricardos,Javier Bardem,FALSE
2021,The Power of the Dog,Benedict Cumberbatch,FALSE
2021,The Tragedy of Macbeth,Denzel Washington,FALSE
2022,Elvis,Austin Butler,TRUE
2022,The Whale,Brendan Fraser,FALSE
2022,The Son,Hugh Jackman,FALSE
2022,Living,Bill Nighy,FALSE
2022,The Inspection,Jeremy Pope,FALSE
2023,Oppenheimer,Cillian Murphy,TRUE
2023,Maestro,Bradley Cooper,FALSE
2023,Killers of the Flower Moon,Leonardo DiCaprio,FALSE
2023,Rustin,Colman Domingo,FALSE
2023,Saltburn,Barry Keoghan,FALSE
2023,All of Us Strangers,Andrew Scott,FALSE
2024,The Brutalist,Adrien Brody,TRUE
2024,A Complete Unknown,Timothée Chalamet,FALSE
2024,Queer,Daniel Craig,FALSE
2024,Sing Sing,Colman Domingo,FALSE
2024,Conclave,Ralph Fiennes,FALSE
2024,The Apprentice,Sebastian Stan,FALSE
